year,date,team,opposing,batter_name,year_born
2014,08-03,ÇÑÈ­,µÎ»ê,°­°æÇÐ,1992-08-11
2014,08-05,ÇÑÈ­,»ï¼º,°­°æÇÐ,1992-08-11
2014,08-06,ÇÑÈ­,»ï¼º,°­°æÇÐ,1992-08-11
2014,08-09,ÇÑÈ­,@LG,°­°æÇÐ,1992-08-11
2014,08-11,ÇÑÈ­,@LG,°­°æÇÐ,1992-08-11
2014,08-12,ÇÑÈ­,µÎ»ê,°­°æÇÐ,1992-08-11
2014,08-14,ÇÑÈ­,·Ôµ¥,°­°æÇÐ,1992-08-11
2014,08-15,ÇÑÈ­,·Ôµ¥,°­°æÇÐ,1992-08-11
2014,08-16,ÇÑÈ­,@NC,°­°æÇÐ,1992-08-11
2014,08-17,ÇÑÈ­,@NC,°­°æÇÐ,1992-08-11
2014,08-19,ÇÑÈ­,@·Ôµ¥,°­°æÇÐ,1992-08-11
2014,08-22,ÇÑÈ­,SK,°­°æÇÐ,1992-08-11
2014,08-23,ÇÑÈ­,@KIA,°­°æÇÐ,1992-08-11
2014,08-25,ÇÑÈ­,@KIA,°­°æÇÐ,1992-08-11
2014,08-26,ÇÑÈ­,NC,°­°æÇÐ,1992-08-11
2014,08-27,ÇÑÈ­,NC,°­°æÇÐ,1992-08-11
2014,08-28,ÇÑÈ­,³Ø¼¾,°­°æÇÐ,1992-08-11
2014,08-29,ÇÑÈ­,³Ø¼¾,°­°æÇÐ,1992-08-11
2014,09-02,ÇÑÈ­,@SK,°­°æÇÐ,1992-08-11
2014,09-04,ÇÑÈ­,@»ï¼º,°­°æÇÐ,1992-08-11
2014,09-05,ÇÑÈ­,@»ï¼º,°­°æÇÐ,1992-08-11
2014,09-07,ÇÑÈ­,LG,°­°æÇÐ,1992-08-11
2014,09-09,ÇÑÈ­,@³Ø¼¾,°­°æÇÐ,1992-08-11
2014,09-10,ÇÑÈ­,@³Ø¼¾,°­°æÇÐ,1992-08-11
2014,09-11,ÇÑÈ­,@µÎ»ê,°­°æÇÐ,1992-08-11
2014,09-12,ÇÑÈ­,@µÎ»ê,°­°æÇÐ,1992-08-11
2014,09-13,ÇÑÈ­,KIA,°­°æÇÐ,1992-08-11
2014,09-14,ÇÑÈ­,KIA,°­°æÇÐ,1992-08-11
2014,10-01,ÇÑÈ­,SK,°­°æÇÐ,1992-08-11
2014,10-02,ÇÑÈ­,@·Ôµ¥,°­°æÇÐ,1992-08-11
2014,10-03,ÇÑÈ­,@·Ôµ¥,°­°æÇÐ,1992-08-11
2014,10-05,ÇÑÈ­,@SK,°­°æÇÐ,1992-08-11
2014,10-06,ÇÑÈ­,@SK,°­°æÇÐ,1992-08-11
2014,10-07,ÇÑÈ­,·Ôµ¥,°­°æÇÐ,1992-08-11
2014,10-09,ÇÑÈ­,µÎ»ê,°­°æÇÐ,1992-08-11
2014,10-10,ÇÑÈ­,µÎ»ê,°­°æÇÐ,1992-08-11
2014,10-11,ÇÑÈ­,@·Ôµ¥,°­°æÇÐ,1992-08-11
2014,10-13,ÇÑÈ­,»ï¼º,°­°æÇÐ,1992-08-11
2015,03-28,ÇÑÈ­,@³Ø¼¾,°­°æÇÐ,1992-08-11
2015,03-29,ÇÑÈ­,@³Ø¼¾,°­°æÇÐ,1992-08-11
2015,04-01,ÇÑÈ­,µÎ»ê,°­°æÇÐ,1992-08-11
2015,04-02,ÇÑÈ­,µÎ»ê,°­°æÇÐ,1992-08-11
2015,04-03,ÇÑÈ­,@NC,°­°æÇÐ,1992-08-11
2015,04-05,ÇÑÈ­,@NC,°­°æÇÐ,1992-08-11
2015,04-07,ÇÑÈ­,LG,°­°æÇÐ,1992-08-11
2015,04-08,ÇÑÈ­,LG,°­°æÇÐ,1992-08-11
2015,04-09,ÇÑÈ­,LG,°­°æÇÐ,1992-08-11
2015,04-10,ÇÑÈ­,@·Ôµ¥,°­°æÇÐ,1992-08-11
2015,04-11,ÇÑÈ­,@·Ôµ¥,°­°æÇÐ,1992-08-11
2015,04-12,ÇÑÈ­,@·Ôµ¥,°­°æÇÐ,1992-08-11
2015,04-14,ÇÑÈ­,»ï¼º,°­°æÇÐ,1992-08-11
2015,04-17,ÇÑÈ­,NC,°­°æÇÐ,1992-08-11
2015,04-18,ÇÑÈ­,NC,°­°æÇÐ,1992-08-11
2015,04-21,ÇÑÈ­,@LG,°­°æÇÐ,1992-08-11
2015,04-23,ÇÑÈ­,@LG,°­°æÇÐ,1992-08-11
2015,04-25,ÇÑÈ­,SK,°­°æÇÐ,1992-08-11
2015,04-29,ÇÑÈ­,@KIA,°­°æÇÐ,1992-08-11
2015,05-01,ÇÑÈ­,·Ôµ¥,°­°æÇÐ,1992-08-11
2015,05-03,ÇÑÈ­,·Ôµ¥,°­°æÇÐ,1992-08-11
2015,05-05,ÇÑÈ­,kt,°­°æÇÐ,1992-08-11
2015,05-06,ÇÑÈ­,kt,°­°æÇÐ,1992-08-11
2015,05-08,ÇÑÈ­,@µÎ»ê,°­°æÇÐ,1992-08-11
2015,05-09,ÇÑÈ­,@µÎ»ê,°­°æÇÐ,1992-08-11
2015,05-10,ÇÑÈ­,@µÎ»ê,°­°æÇÐ,1992-08-11
2015,05-12,ÇÑÈ­,@»ï¼º,°­°æÇÐ,1992-08-11
2015,05-13,ÇÑÈ­,@»ï¼º,°­°æÇÐ,1992-08-11
2015,05-14,ÇÑÈ­,@»ï¼º,°­°æÇÐ,1992-08-11
2015,05-15,ÇÑÈ­,³Ø¼¾,°­°æÇÐ,1992-08-11
2015,05-16,ÇÑÈ­,³Ø¼¾,°­°æÇÐ,1992-08-11
2015,05-17,ÇÑÈ­,³Ø¼¾,°­°æÇÐ,1992-08-11
2015,05-19,ÇÑÈ­,@SK,°­°æÇÐ,1992-08-11
2015,05-20,ÇÑÈ­,@SK,°­°æÇÐ,1992-08-11
2015,05-21,ÇÑÈ­,@SK,°­°æÇÐ,1992-08-11
2015,05-23,ÇÑÈ­,@kt,°­°æÇÐ,1992-08-11
2015,05-24,ÇÑÈ­,@kt,°­°æÇÐ,1992-08-11
2015,05-26,ÇÑÈ­,KIA,°­°æÇÐ,1992-08-11
2015,05-27,ÇÑÈ­,KIA,°­°æÇÐ,1992-08-11
2015,05-28,ÇÑÈ­,KIA,°­°æÇÐ,1992-08-11
2015,05-29,ÇÑÈ­,@·Ôµ¥,°­°æÇÐ,1992-08-11
2015,05-30,ÇÑÈ­,@·Ôµ¥,°­°æÇÐ,1992-08-11
2015,05-31,ÇÑÈ­,@·Ôµ¥,°­°æÇÐ,1992-08-11
2015,06-02,ÇÑÈ­,@³Ø¼¾,°­°æÇÐ,1992-08-11
2015,06-03,ÇÑÈ­,@³Ø¼¾,°­°æÇÐ,1992-08-11
2015,06-04,ÇÑÈ­,@³Ø¼¾,°­°æÇÐ,1992-08-11
2015,06-05,ÇÑÈ­,kt,°­°æÇÐ,1992-08-11
2015,06-06,ÇÑÈ­,kt,°­°æÇÐ,1992-08-11
2015,06-07,ÇÑÈ­,kt,°­°æÇÐ,1992-08-11
2015,06-09,ÇÑÈ­,@»ï¼º,°­°æÇÐ,1992-08-11
2015,06-10,ÇÑÈ­,@»ï¼º,°­°æÇÐ,1992-08-11
2015,06-11,ÇÑÈ­,@»ï¼º,°­°æÇÐ,1992-08-11
2015,06-12,ÇÑÈ­,LG,°­°æÇÐ,1992-08-11
2015,06-13,ÇÑÈ­,LG,°­°æÇÐ,1992-08-11
2015,06-14,ÇÑÈ­,LG,°­°æÇÐ,1992-08-11
2015,06-16,ÇÑÈ­,SK,°­°æÇÐ,1992-08-11
2015,06-17,ÇÑÈ­,SK,°­°æÇÐ,1992-08-11
2015,06-18,ÇÑÈ­,SK,°­°æÇÐ,1992-08-11
2015,06-19,ÇÑÈ­,@NC,°­°æÇÐ,1992-08-11
2015,06-20,ÇÑÈ­,@NC,°­°æÇÐ,1992-08-11
2015,06-21,ÇÑÈ­,@NC,°­°æÇÐ,1992-08-11
2015,07-21,ÇÑÈ­,@kt,°­°æÇÐ,1992-08-11
2015,07-22,ÇÑÈ­,@kt,°­°æÇÐ,1992-08-11
2015,07-24,ÇÑÈ­,»ï¼º,°­°æÇÐ,1992-08-11
2015,07-25,ÇÑÈ­,»ï¼º,°­°æÇÐ,1992-08-11
2015,07-26,ÇÑÈ­,»ï¼º,°­°æÇÐ,1992-08-11
2015,07-28,ÇÑÈ­,@µÎ»ê,°­°æÇÐ,1992-08-11
2015,07-29,ÇÑÈ­,@µÎ»ê,°­°æÇÐ,1992-08-11
2015,07-30,ÇÑÈ­,@µÎ»ê,°­°æÇÐ,1992-08-11
2015,07-31,ÇÑÈ­,KIA,°­°æÇÐ,1992-08-11
2015,08-01,ÇÑÈ­,KIA,°­°æÇÐ,1992-08-11
2015,08-02,ÇÑÈ­,KIA,°­°æÇÐ,1992-08-11
2015,08-04,ÇÑÈ­,@SK,°­°æÇÐ,1992-08-11
2015,08-05,ÇÑÈ­,@SK,°­°æÇÐ,1992-08-11
2015,08-06,ÇÑÈ­,LG,°­°æÇÐ,1992-08-11
2015,08-07,ÇÑÈ­,LG,°­°æÇÐ,1992-08-11
2015,08-08,ÇÑÈ­,·Ôµ¥,°­°æÇÐ,1992-08-11
2015,08-09,ÇÑÈ­,·Ôµ¥,°­°æÇÐ,1992-08-11
2015,08-11,ÇÑÈ­,@kt,°­°æÇÐ,1992-08-11
2015,08-12,ÇÑÈ­,@kt,°­°æÇÐ,1992-08-11
2015,08-13,ÇÑÈ­,@³Ø¼¾,°­°æÇÐ,1992-08-11
2015,08-14,ÇÑÈ­,@³Ø¼¾,°­°æÇÐ,1992-08-11
2015,08-15,ÇÑÈ­,@»ï¼º,°­°æÇÐ,1992-08-11
2015,08-16,ÇÑÈ­,@»ï¼º,°­°æÇÐ,1992-08-11
2015,08-18,ÇÑÈ­,NC,°­°æÇÐ,1992-08-11
2015,08-19,ÇÑÈ­,NC,°­°æÇÐ,1992-08-11
2015,08-20,ÇÑÈ­,kt,°­°æÇÐ,1992-08-11
2015,08-21,ÇÑÈ­,kt,°­°æÇÐ,1992-08-11
2015,08-22,ÇÑÈ­,@KIA,°­°æÇÐ,1992-08-11
2015,08-23,ÇÑÈ­,@KIA,°­°æÇÐ,1992-08-11
2015,08-26,ÇÑÈ­,»ï¼º,°­°æÇÐ,1992-08-11
2015,08-27,ÇÑÈ­,@NC,°­°æÇÐ,1992-08-11
2015,08-28,ÇÑÈ­,@NC,°­°æÇÐ,1992-08-11
2015,08-29,ÇÑÈ­,@µÎ»ê,°­°æÇÐ,1992-08-11
2015,08-30,ÇÑÈ­,@µÎ»ê,°­°æÇÐ,1992-08-11
2015,09-01,ÇÑÈ­,KIA,°­°æÇÐ,1992-08-11
2015,09-02,ÇÑÈ­,KIA,°­°æÇÐ,1992-08-11
2015,09-03,ÇÑÈ­,³Ø¼¾,°­°æÇÐ,1992-08-11
2015,09-04,ÇÑÈ­,³Ø¼¾,°­°æÇÐ,1992-08-11
2015,09-05,ÇÑÈ­,µÎ»ê,°­°æÇÐ,1992-08-11
2015,09-06,ÇÑÈ­,µÎ»ê,°­°æÇÐ,1992-08-11
2015,09-08,ÇÑÈ­,@LG,°­°æÇÐ,1992-08-11
2015,09-09,ÇÑÈ­,@LG,°­°æÇÐ,1992-08-11
2015,09-10,ÇÑÈ­,SK,°­°æÇÐ,1992-08-11
2015,09-11,ÇÑÈ­,SK,°­°æÇÐ,1992-08-11
2015,09-12,ÇÑÈ­,@·Ôµ¥,°­°æÇÐ,1992-08-11
2015,09-13,ÇÑÈ­,@·Ôµ¥,°­°æÇÐ,1992-08-11
2015,09-15,ÇÑÈ­,@KIA,°­°æÇÐ,1992-08-11
2015,09-16,ÇÑÈ­,@KIA,°­°æÇÐ,1992-08-11
2015,09-17,ÇÑÈ­,NC,°­°æÇÐ,1992-08-11
2015,09-18,ÇÑÈ­,NC,°­°æÇÐ,1992-08-11
2015,09-19,ÇÑÈ­,µÎ»ê,°­°æÇÐ,1992-08-11
2015,09-20,ÇÑÈ­,µÎ»ê,°­°æÇÐ,1992-08-11
2015,09-25,ÇÑÈ­,³Ø¼¾,°­°æÇÐ,1992-08-11
2015,09-26,ÇÑÈ­,³Ø¼¾,°­°æÇÐ,1992-08-11
2015,09-28,ÇÑÈ­,@NC,°­°æÇÐ,1992-08-11
2015,09-29,ÇÑÈ­,»ï¼º,°­°æÇÐ,1992-08-11
2015,09-30,ÇÑÈ­,»ï¼º,°­°æÇÐ,1992-08-11
2015,10-01,ÇÑÈ­,@³Ø¼¾,°­°æÇÐ,1992-08-11
2015,10-02,ÇÑÈ­,@LG,°­°æÇÐ,1992-08-11
2015,10-03,ÇÑÈ­,@kt,°­°æÇÐ,1992-08-11
2016,04-02,ÇÑÈ­,@LG,°­°æÇÐ,1992-08-11
2016,04-05,ÇÑÈ­,³Ø¼¾,°­°æÇÐ,1992-08-11
2016,04-06,ÇÑÈ­,³Ø¼¾,°­°æÇÐ,1992-08-11
2016,04-07,ÇÑÈ­,³Ø¼¾,°­°æÇÐ,1992-08-11
2016,04-08,ÇÑÈ­,@NC,°­°æÇÐ,1992-08-11
2016,04-09,ÇÑÈ­,@NC,°­°æÇÐ,1992-08-11
2016,04-10,ÇÑÈ­,@NC,°­°æÇÐ,1992-08-11
2016,04-12,ÇÑÈ­,µÎ»ê,°­°æÇÐ,1992-08-11
2016,04-13,ÇÑÈ­,µÎ»ê,°­°æÇÐ,1992-08-11
2016,04-14,ÇÑÈ­,µÎ»ê,°­°æÇÐ,1992-08-11
2016,04-15,ÇÑÈ­,LG,°­°æÇÐ,1992-08-11
2016,04-17,ÇÑÈ­,LG,°­°æÇÐ,1992-08-11
2016,04-19,ÇÑÈ­,@·Ôµ¥,°­°æÇÐ,1992-08-11
2016,04-20,ÇÑÈ­,@·Ôµ¥,°­°æÇÐ,1992-08-11
2016,04-21,ÇÑÈ­,@·Ôµ¥,°­°æÇÐ,1992-08-11
2016,04-28,ÇÑÈ­,KIA,°­°æÇÐ,1992-08-11
2016,05-18,ÇÑÈ­,@»ï¼º,°­°æÇÐ,1992-08-11
2016,05-20,ÇÑÈ­,kt,°­°æÇÐ,1992-08-11
2016,05-21,ÇÑÈ­,kt,°­°æÇÐ,1992-08-11
2016,06-10,ÇÑÈ­,LG,°­°æÇÐ,1992-08-11
2016,06-12,ÇÑÈ­,LG,°­°æÇÐ,1992-08-11
2016,06-14,ÇÑÈ­,@kt,°­°æÇÐ,1992-08-11
2016,06-17,ÇÑÈ­,³Ø¼¾,°­°æÇÐ,1992-08-11
2016,06-18,ÇÑÈ­,³Ø¼¾,°­°æÇÐ,1992-08-11
2016,06-19,ÇÑÈ­,³Ø¼¾,°­°æÇÐ,1992-08-11
2016,06-21,ÇÑÈ­,@NC,°­°æÇÐ,1992-08-11
2016,06-23,ÇÑÈ­,@NC,°­°æÇÐ,1992-08-11
2016,06-24,ÇÑÈ­,·Ôµ¥,°­°æÇÐ,1992-08-11
2016,06-25,ÇÑÈ­,·Ôµ¥,°­°æÇÐ,1992-08-11
2016,06-28,ÇÑÈ­,@³Ø¼¾,°­°æÇÐ,1992-08-11
2016,06-29,ÇÑÈ­,@³Ø¼¾,°­°æÇÐ,1992-08-11
2016,06-30,ÇÑÈ­,@³Ø¼¾,°­°æÇÐ,1992-08-11
2016,07-06,ÇÑÈ­,@SK,°­°æÇÐ,1992-08-11
2016,07-07,ÇÑÈ­,@SK,°­°æÇÐ,1992-08-11
2016,07-08,ÇÑÈ­,»ï¼º,°­°æÇÐ,1992-08-11
2016,07-09,ÇÑÈ­,»ï¼º,°­°æÇÐ,1992-08-11
2016,07-10,ÇÑÈ­,»ï¼º,°­°æÇÐ,1992-08-11
2016,07-12,ÇÑÈ­,@LG,°­°æÇÐ,1992-08-11
2016,07-13,ÇÑÈ­,@LG,°­°æÇÐ,1992-08-11
2016,07-14,ÇÑÈ­,@LG,°­°æÇÐ,1992-08-11
2016,07-19,ÇÑÈ­,kt,°­°æÇÐ,1992-08-11
2016,07-20,ÇÑÈ­,kt,°­°æÇÐ,1992-08-11
2016,07-21,ÇÑÈ­,kt,°­°æÇÐ,1992-08-11
2016,07-22,ÇÑÈ­,@·Ôµ¥,°­°æÇÐ,1992-08-11
2016,07-23,ÇÑÈ­,@·Ôµ¥,°­°æÇÐ,1992-08-11
2016,07-24,ÇÑÈ­,@·Ôµ¥,°­°æÇÐ,1992-08-11
2017,03-31,ÇÑÈ­,@µÎ»ê,°­°æÇÐ,1992-08-11
2017,04-01,ÇÑÈ­,@µÎ»ê,°­°æÇÐ,1992-08-11
2017,04-02,ÇÑÈ­,@µÎ»ê,°­°æÇÐ,1992-08-11
2017,04-04,ÇÑÈ­,NC,°­°æÇÐ,1992-08-11
2017,04-06,ÇÑÈ­,NC,°­°æÇÐ,1992-08-11
2017,04-07,ÇÑÈ­,@KIA,°­°æÇÐ,1992-08-11
2017,04-08,ÇÑÈ­,@KIA,°­°æÇÐ,1992-08-11
2017,04-09,ÇÑÈ­,@KIA,°­°æÇÐ,1992-08-11
2017,04-11,ÇÑÈ­,@»ï¼º,°­°æÇÐ,1992-08-11
2017,04-12,ÇÑÈ­,@»ï¼º,°­°æÇÐ,1992-08-11
2017,04-14,ÇÑÈ­,SK,°­°æÇÐ,1992-08-11
2017,04-15,ÇÑÈ­,SK,°­°æÇÐ,1992-08-11
2017,04-16,ÇÑÈ­,SK,°­°æÇÐ,1992-08-11
2017,04-18,ÇÑÈ­,LG,°­°æÇÐ,1992-08-11
2017,04-20,ÇÑÈ­,LG,°­°æÇÐ,1992-08-11
2017,04-21,ÇÑÈ­,@kt,°­°æÇÐ,1992-08-11
2017,04-22,ÇÑÈ­,@kt,°­°æÇÐ,1992-08-11
2017,04-23,ÇÑÈ­,@KT,°­°æÇÐ,1992-08-11
2017,04-25,ÇÑÈ­,@·Ôµ¥,°­°æÇÐ,1992-08-11
2017,04-26,ÇÑÈ­,@·Ôµ¥,°­°æÇÐ,1992-08-11
2017,04-28,ÇÑÈ­,³Ø¼¾,°­°æÇÐ,1992-08-11
2017,04-29,ÇÑÈ­,³Ø¼¾,°­°æÇÐ,1992-08-11
2017,04-30,ÇÑÈ­,³Ø¼¾,°­°æÇÐ,1992-08-11
2017,05-02,ÇÑÈ­,@SK,°­°æÇÐ,1992-08-11
2017,05-05,ÇÑÈ­,kt,°­°æÇÐ,1992-08-11
2017,05-06,ÇÑÈ­,kt,°­°æÇÐ,1992-08-11
2017,05-10,ÇÑÈ­,·Ôµ¥,°­°æÇÐ,1992-08-11
2017,05-11,ÇÑÈ­,·Ôµ¥,°­°æÇÐ,1992-08-11
2017,05-12,ÇÑÈ­,@LG,°­°æÇÐ,1992-08-11
2017,05-13,ÇÑÈ­,@LG,°­°æÇÐ,1992-08-11
2017,05-18,ÇÑÈ­,@³Ø¼¾,°­°æÇÐ,1992-08-11
2017,05-19,ÇÑÈ­,»ï¼º,°­°æÇÐ,1992-08-11
2017,05-20,ÇÑÈ­,»ï¼º,°­°æÇÐ,1992-08-11
2017,05-21,ÇÑÈ­,»ï¼º,°­°æÇÐ,1992-08-11
2017,05-23,ÇÑÈ­,KIA,°­°æÇÐ,1992-08-11
2017,05-24,ÇÑÈ­,KIA,°­°æÇÐ,1992-08-11
2017,05-25,ÇÑÈ­,KIA,°­°æÇÐ,1992-08-11
2017,05-27,ÇÑÈ­,@NC,°­°æÇÐ,1992-08-11
2017,05-28,ÇÑÈ­,@NC,°­°æÇÐ,1992-08-11
2017,06-01,ÇÑÈ­,µÎ»ê,°­°æÇÐ,1992-08-11
2017,06-08,ÇÑÈ­,@KIA,°­°æÇÐ,1992-08-11
2017,06-10,ÇÑÈ­,»ï¼º,°­°æÇÐ,1992-08-11
2017,06-14,ÇÑÈ­,@SK,°­°æÇÐ,1992-08-11
2017,06-15,ÇÑÈ­,@SK,°­°æÇÐ,1992-08-11
2017,06-17,ÇÑÈ­,@kt,°­°æÇÐ,1992-08-11
2017,06-18,ÇÑÈ­,@kt,°­°æÇÐ,1992-08-11
2017,06-22,ÇÑÈ­,³Ø¼¾,°­°æÇÐ,1992-08-11
2017,06-23,ÇÑÈ­,@»ï¼º,°­°æÇÐ,1992-08-11
2017,06-24,ÇÑÈ­,@»ï¼º,°­°æÇÐ,1992-08-11
2017,06-25,ÇÑÈ­,@»ï¼º,°­°æÇÐ,1992-08-11
2017,06-28,ÇÑÈ­,kt,°­°æÇÐ,1992-08-11
2017,06-29,ÇÑÈ­,kt,°­°æÇÐ,1992-08-11
2017,06-30,ÇÑÈ­,µÎ»ê,°­°æÇÐ,1992-08-11
2017,07-04,ÇÑÈ­,@³Ø¼¾,°­°æÇÐ,1992-08-11
2017,07-06,ÇÑÈ­,@³Ø¼¾,°­°æÇÐ,1992-08-11
2017,07-21,ÇÑÈ­,@µÎ»ê,°­°æÇÐ,1992-08-11
2017,07-22,ÇÑÈ­,@µÎ»ê,°­°æÇÐ,1992-08-11
2017,07-23,ÇÑÈ­,@µÎ»ê,°­°æÇÐ,1992-08-11
2017,07-26,ÇÑÈ­,@·Ôµ¥,°­°æÇÐ,1992-08-11
2018,06-03,ÇÑÈ­,@·Ôµ¥,°­°æÇÐ,1992-08-11
2018,06-05,ÇÑÈ­,@LG,°­°æÇÐ,1992-08-11
2018,06-06,ÇÑÈ­,@LG,°­°æÇÐ,1992-08-11
2018,06-07,ÇÑÈ­,@LG,°­°æÇÐ,1992-08-11
2018,06-08,ÇÑÈ­,SK,°­°æÇÐ,1992-08-11
2018,06-09,ÇÑÈ­,SK,°­°æÇÐ,1992-08-11
2018,06-10,ÇÑÈ­,SK,°­°æÇÐ,1992-08-11
2018,06-12,ÇÑÈ­,@³Ø¼¾,°­°æÇÐ,1992-08-11
2018,06-13,ÇÑÈ­,@³Ø¼¾,°­°æÇÐ,1992-08-11
2018,06-14,ÇÑÈ­,@³Ø¼¾,°­°æÇÐ,1992-08-11
2018,06-15,ÇÑÈ­,µÎ»ê,°­°æÇÐ,1992-08-11
2018,06-16,ÇÑÈ­,µÎ»ê,°­°æÇÐ,1992-08-11
2018,06-17,ÇÑÈ­,µÎ»ê,°­°æÇÐ,1992-08-11
2018,06-19,ÇÑÈ­,LG,°­°æÇÐ,1992-08-11
2018,06-20,ÇÑÈ­,LG,°­°æÇÐ,1992-08-11
2018,06-21,ÇÑÈ­,LG,°­°æÇÐ,1992-08-11
2018,06-22,ÇÑÈ­,@NC,°­°æÇÐ,1992-08-11
2018,06-23,ÇÑÈ­,@NC,°­°æÇÐ,1992-08-11
2018,06-24,ÇÑÈ­,@NC,°­°æÇÐ,1992-08-11
2018,06-26,ÇÑÈ­,»ï¼º,°­°æÇÐ,1992-08-11
2018,06-27,ÇÑÈ­,»ï¼º,°­°æÇÐ,1992-08-11
2018,06-28,ÇÑÈ­,»ï¼º,°­°æÇÐ,1992-08-11
2018,06-29,ÇÑÈ­,·Ôµ¥,°­°æÇÐ,1992-08-11
2018,06-30,ÇÑÈ­,·Ôµ¥,°­°æÇÐ,1992-08-11
2018,07-03,ÇÑÈ­,@KIA,°­°æÇÐ,1992-08-11
2018,07-04,ÇÑÈ­,@KIA,°­°æÇÐ,1992-08-11
2018,07-05,ÇÑÈ­,@KIA,°­°æÇÐ,1992-08-11
2018,07-06,ÇÑÈ­,@SK,°­°æÇÐ,1992-08-11
2018,07-07,ÇÑÈ­,@SK,°­°æÇÐ,1992-08-11
2018,07-08,ÇÑÈ­,@SK,°­°æÇÐ,1992-08-11
2018,07-10,ÇÑÈ­,³Ø¼¾,°­°æÇÐ,1992-08-11
